year,cert,namefull,branname,address,city,stalp,zipbr,depsumbr,bkclass,bkmo,uninumbr
2024,10006,PNC Bank N.A.,PNC Bank N.A. - Wilmington Limited Service,5108 Main St,Wilmington,DE,86568,9789551,N,N,100147
2024,10006,PNC Bank N.A.,PNC Bank N.A. - Wilmington Full Service,5282 Main St,Wilmington,DE,66139,13318395,N,N,100148
2024,10006,PNC Bank N.A.,PNC Bank N.A. - Wilmington Full Service,3729 Main St,Wilmington,DE,93995,9565684,N,N,100149
2024,10006,PNC Bank N.A.,PNC Bank N.A. - Wilmington Limited Service,2300 Main St,Wilmington,DE,99073,17361103,N,N,100150
2024,10006,PNC Bank N.A.,PNC Bank N.A. - Wilmington Limited Service,5977 Main St,Wilmington,DE,50038,11779514,N,N,100151
2024,10006,PNC Bank N.A.,PNC Bank N.A. - Wilmington Full Service,1443 Main St,Wilmington,DE,46780,6541848,N,N,100152
2024,10006,PNC Bank N.A.,PNC Bank N.A. - Wilmington Full Service,1352 Main St,Wilmington,DE,19882,7837881,N,N,100153
2024,10006,PNC Bank N.A.,PNC Bank N.A. - Wilmington Full Service,9633 Main St,Wilmington,DE,85877,14276587,N,N,100154
2024,10006,PNC Bank N.A.,PNC Bank N.A. - Wilmington Full Service,700 Main St,Wilmington,DE,82298,8079465,N,N,100155
2024,10006,PNC Bank N.A.,PNC Bank N.A. - Wilmington Full Service,8942 Main St,Wilmington,DE,71879,18158197,N,N,100156
2024,10006,PNC Bank N.A.,PNC Bank N.A. - Wilmington Limited Service,9760 Main St,Wilmington,DE,48141,10738685,N,N,100157
2024,10006,PNC Bank N.A.,PNC Bank N.A. - Wilmington Limited Service,1583 Main St,Wilmington,DE,62007,12345790,N,N,100158
2024,10006,PNC Bank N.A.,PNC Bank N.A. - Wilmington Full Service,4013 Main St,Wilmington,DE,90482,5088373,N,N,100159
2024,10006,PNC Bank N.A.,PNC Bank N.A. - Wilmington Full Service,2708 Main St,Wilmington,DE,33480,7008454,N,N,100160
2024,10006,PNC Bank N.A.,PNC Bank N.A. - Wilmington Full Service,5978 Main St,Wilmington,DE,15297,15761680,N,N,100161
2024,10006,PNC Bank N.A.,PNC Bank N.A. - Wilmington Limited Service,4431 Main St,Wilmington,DE,58422,8360410,N,N,100162
2024,10006,PNC Bank N.A.,PNC Bank N.A. - Wilmington Full Service,8585 Main St,Wilmington,DE,57349,14823398,N,N,100163
2024,10006,PNC Bank N.A.,PNC Bank N.A. - Wilmington Limited Service,860 Main St,Wilmington,DE,15230,18512035,N,N,100164
2024,10006,PNC Bank N.A.,PNC Bank N.A. - Wilmington Full Service,8642 Main St,Wilmington,DE,93042,15343452,N,N,100165
2024,10006,PNC Bank N.A.,PNC Bank N.A. - Wilmington Full Service,9018 Main St,Wilmington,DE,84732,8827432,N,N,100166
2024,10006,PNC Bank N.A.,PNC Bank N.A. - Wilmington Limited Service,6085 Main St,Wilmington,DE,87028,14602800,N,N,100167
2024,10006,PNC Bank N.A.,PNC Bank N.A. - Wilmington Full Service,3751 Main St,Wilmington,DE,77681,8653892,N,N,100168
2024,10006,PNC Bank N.A.,PNC Bank N.A. - Wilmington Limited Service,5753 Main St,Wilmington,DE,73813,17022693,N,N,100169
2024,10006,PNC Bank N.A.,PNC Bank N.A. - Wilmington Full Service,2376 Main St,Wilmington,DE,67658,5029282,N,N,100170
2024,10006,PNC Bank N.A.,PNC Bank N.A. - Wilmington Full Service,4700 Main St,Wilmington,DE,37723,6072190,N,N,100171
2024,10006,PNC Bank N.A.,PNC Bank N.A. - Wilmington Full Service,9963 Main St,Wilmington,DE,25509,7259772,N,N,100172
2024,10007,Truist Bank,Truist Bank Main,1956 Main St,Charlotte,NC,73113,16286175,SM,Y,100173
2024,10007,Truist Bank,Truist Bank - Charlotte Limited Service,2741 Main St,Charlotte,NC,94837,7741581,SM,N,100174
2024,10007,Truist Bank,Truist Bank - Charlotte Full Service,2195 Main St,Charlotte,NC,85168,8210688,SM,N,100175
2024,10007,Truist Bank,Truist Bank - Charlotte Full Service,742 Main St,Charlotte,NC,85008,13701571,SM,N,100176
2024,10007,Truist Bank,Truist Bank - Charlotte Full Service,3049 Main St,Charlotte,NC,77717,7110307,SM,N,100177
2024,10007,Truist Bank,Truist Bank - Charlotte Full Service,405 Main St,Charlotte,NC,96736,18535506,SM,N,100178
2024,10007,Truist Bank,Truist Bank - Charlotte Full Service,7823 Main St,Charlotte,NC,73133,7825388,SM,N,100179
2024,10007,Truist Bank,Truist Bank - Charlotte Full Service,9944 Main St,Charlotte,NC,28705,16559259,SM,N,100180
2024,10007,Truist Bank,Truist Bank - Charlotte Full Service,4433 Main St,Charlotte,NC,31983,14130009,SM,N,100181
2024,10007,Truist Bank,Truist Bank - Charlotte Limited Service,1227 Main St,Charlotte,NC,40122,13231885,SM,N,100182
2024,10007,Truist Bank,Truist Bank - Charlotte Limited Service,371 Main St,Charlotte,NC,36522,6624668,SM,N,100183
2024,10007,Truist Bank,Truist Bank - Charlotte Full Service,3006 Main St,Charlotte,NC,72373,13359636,SM,N,100184
2024,10007,Truist Bank,Truist Bank - Charlotte Full Service,2025 Main St,Charlotte,NC,22214,11905602,SM,N,100185
2024,10007,Truist Bank,Truist Bank - Charlotte Full Service,9987 Main St,Charlotte,NC,80685,6597854,SM,N,100186
2024,10007,Truist Bank,Truist Bank - Charlotte Full Service,8653 Main St,Charlotte,NC,65139,13981776,SM,N,100187
2024,10007,Truist Bank,Truist Bank - Charlotte Full Service,7128 Main St,Charlotte,NC,40079,14670660,SM,N,100188
2024,10007,Truist Bank,Truist Bank - Charlotte Limited Service,9539 Main St,Charlotte,NC,22807,9731115,SM,N,100189
2024,10007,Truist Bank,Truist Bank - Charlotte Full Service,3909 Main St,Charlotte,NC,20986,8365050,SM,N,100190
2024,10007,Truist Bank,Truist Bank - Charlotte Full Service,6795 Main St,Charlotte,NC,43791,17219564,SM,N,100191
2024,10007,Truist Bank,Truist Bank - Charlotte Full Service,216 Main St,Charlotte,NC,85757,14834389,SM,N,100192
2024,10007,Truist Bank,Truist Bank - Charlotte Full Service,3465 Main St,Charlotte,NC,51405,4845661,SM,N,100193
2024,10007,Truist Bank,Truist Bank - Charlotte Limited Service,7080 Main St,Charlotte,NC,95403,6259956,SM,N,100194
2024,10007,Truist Bank,Truist Bank - Charlotte Limited Service,7039 Main St,Charlotte,NC,84012,16909504,SM,N,100195
2024,10007,Truist Bank,Truist Bank - Charlotte Full Service,6611 Main St,Charlotte,NC,36698,8664482,SM,N,100196
2024,10007,Truist Bank,Truist Bank - Charlotte Full Service,8004 Main St,Charlotte,NC,33425,15896501,SM,N,100197
2024,10007,Truist Bank,Truist Bank - Charlotte Full Service,4257 Main St,Charlotte,NC,50193,12639609,SM,N,100198
