cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,webaddr,numemp,asset,chbal,chbali,sc,frepo,lnlsnet,lnatres,trade,bkprem,ore,intan,idoa,liabeq,liab,dep,depi,depdom,iddepinr,frepp,tradel,idobrmtg,subnd,idoliab,eqtot,eq,eqpp,eqcs,eqsur,equptot,eqconsub,nclnls,NCGTYPAR,oaienc,ernast,asstlt,asset5,asset2,RWAJT,AVASSETJ,OALIFINS,OALIFGEN,OALIFSEP,Oalifhyb,voliab,lnexamt,othbfhlb,lnlssale,ucln,RBCT1J,RBCT2,uc,obsdir
"58191","0","3409462","0","Community 1st Bank","Auburn","CA","95603","3/31/2015","5/17/2015","NM","649 Lincoln Way","","2","0","0","4","0","Placer","40900","Sacramento-Roseville-Arden-Arcade, CA","2/1/2006","2/1/2006","5/27/2014","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Sacramento","San Francisco","Western","Western","www.community1bank.com","35","229306","4210","475","64807","0","141868","2516","0","1415","4041","48","12917","229306","205633","203010","148189","203010","53.7437382708022","237","0","1800","0","586","23673","23673","2751","24746","1515","-5339","0","101","0","599","207150","118770","229665.5","229665.5","182358","225967","4871","2716","0","2155","21951","360","1800","875","14863","22344","2282","14863","0"
"16854","14210","768458","2921695","Community 1st Bank Las Vegas","Las Vegas","NM","87701","3/31/2015","5/17/2015","NM","600 Douglas Ave","FNB FINANCIAL CORPORATION","5","0","0","4","1","San Miguel","","","11/23/1949","11/23/1949","5/7/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Albuquerque","Kansas City","Western","West","www.cfblv.com","51","128381","10257","8150","28139","12120","68202","4186","0","3740","1507","0","4416","128381","118971","117647","99911","117647","74.9403016783514","0","0","1090","0","234","9410","9410","0","495","8727","188","0","9957","0","397","116611","42780","130398.5","130398.5","98615","131095","3165","3165","0","0","3175","3089","1090","0","1126","8876","0","1126","0"
"21000","11300","440259","2184904","Community Bank","Santa Fe","NM","87501","3/31/2015","5/17/2015","NM","549 South Guadalupe","COMMUNITY BANCORPORATION OF NEW MEXICO, INC.","5","0","0","4","0","Santa Fe","42140","Santa Fe, NM","3/20/1973","3/20/1973","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Albuquerque","Kansas City","Western","West","http://www.communitybanknm.com","45","182537","21850","19637","39136","0","105103","3172","0","4852","1304","6095","4197","182537","160187","155975","125283","155975","74.3302658486707","481","0","1566","0","2165","22350","22350","0","1411","17609","3330","0","4364","0","402","163876","66125","181601","181601","118586","175084","3123","2074","0","1049","8702","2148","1566","0","11746","18376","1499","11746","0"
"34249","0","2454867","1203451","Community Bank","Nevada","IA","50201","3/31/2015","5/17/2015","NM","1121 South 'g' Avenue","CARROLL COUNTY BANCSHARES, INC.","2","0","0","2","0","Story","11180","Ames, IA","9/3/1996","9/3/1996","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","http://www.nevadacb.com","17","184767","3349","1402","2478","3461","170567","2359","0","1665","0","0","3247","184767","166177","158409","144347","158409","65.1861804464798","0","0","7000","0","768","18590","18590","0","4600","1150","12840","0","439","50","1934","177908","96584","188905.5","188905.5","165593","185902","0","0","0","0","48859","870","6000","0","23446","18448","2073","23446","0"
"8975","14382","938550","2411619","Community Bank","Bristow","OK","74010","3/31/2015","5/17/2015","NM","104 South Main Street","SOONER SOUTHWEST BANKSHARES, INC.","2","0","0","8","0","Creek","46140","Tulsa, OK","3/17/1924","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","http://www.cbbristow.com","26","85398","6655","5342","22273","11845","42864","497","0","638","0","0","1123","85398","78987","78903","61213","78903","86.6799280338545","0","0","0","0","84","6411","6411","0","415","1585","4411","0","207","0","389","82324","5795","84485","84485","43619","84060","0","0","0","0","2403","715","0","0","4495","6411","497","4495","0"
"34020","0","2304636","2254704","Community Bank","Topeka","KS","66614","3/31/2015","5/17/2015","SM","5431 Southwest 29th Street","COMMUNITY FINANCIAL CORPORATION","2","0","0","4","0","Shawnee","45820","Topeka, KS","5/22/1995","5/22/1995","1/1/2010","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","http://www.communitybanktopeka.com","24","87088","12042","10134","9348","2175","58291","745","0","2927","21","0","2284","87088","79451","73163","52594","73163","91.6867107636801","3807","0","2000","0","481","7637","7637","0","1245","3095","3297","0","103","0","207","79948","21814","85127","85127","76483","85768","1727","548","0","1179","5065","3507","2000","0","18553","7613","793","18553","0"
"25267","0","862141","2048789","Community Bank","Indianola","IA","50125","3/31/2015","5/17/2015","NM","1401 N Jefferson, Orchard Pl","COMMUNITY BANCSHARES CORP.","6","0","0","8","0","Warren","19780","Des Moines-West Des Moines, IA","1/1/1883","7/11/1984","8/29/2007","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","http://www.csbindianola.com","40","165054","25512","22871","50602","5989","74494","1410","0","3823","840","60","3734","165054","149870","148492","118944","148492","77.1128538251826","0","0","500","0","878","15184","15184","0","100","4450","10634","0","0","0","744","153956","9886","163304.5","163304.5","80987","162851","2077","1415","0","662","11620","943","500","272","16054","15005","1017","16054","0"
"11444","13836","517834","2313544","Community Bank","Ellisville","MS","39437","3/31/2015","5/17/2015","NM","300 Jessamine Street","COMMUNITY BANCSHARES OF MISSISSIPPI, INC. EMPLOYEE STOCK OWNERSHIP PLAN","10","0","0","4","0","Jones","","","10/1/1902","1/1/1934","7/7/2008","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Jackson Ms","Atlanta","Southern","West","www.communitybank.net","125","689915","67376","55602","87064","0","497724","5457","0","12410","9703","347","15291","689915","628842","613946","576595","613946","78.2898893383095","250","0","9943","0","4703","61073","61073","0","400","22191","38482","0","5025","3109","2222","640390","53763","681379.5","681379.5","416964","661923","4355","4355","0","0","39610","10800","217","0","29163","60833","5215","29163","0"
"12387","0","546647","1406908","Community Bank","Hoopeston","IL","60942","3/31/2015","5/17/2015","NM","221 Bank Street","WELLINGTON BANCORP, INC.","2","0","0","7","1","Vermilion","19180","Danville, IL","5/18/1913","1/1/1934","11/1/2012","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","www.hoopestonbank.com","21","82540","27268","26723","29225","0","25402","282","0","293","55","0","297","82540","75430","75382","60438","75382","82.7313605072223","0","0","0","0","48","7110","7110","553","1950","4607","0","0","960","0","246","81350","5195","82473.5","82473.5","25547","82985","0","0","0","0","251","0","0","0","3761","6557","282","3761","0"
"14498","15842","735142","1202043","Community Bank","Alton","IA","51003","3/31/2015","5/17/2015","NM","208 Tenth Street","ALTON BANCORPORATION","2","0","0","2","1","Sioux","","","9/24/1915","6/16/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","WWW.COMMUNITYBANK.ORG","14","41916","8340","6369","9818","1418","21016","321","0","619","0","273","432","41916","37571","37524","29344","37524","87.3611296123618","0","0","0","0","47","4345","4345","0","210","990","3145","0","1","0","313","38621","4136","42120.5","42120.5","26833","41184","0","0","0","0","836","164","0","0","9618","3956","321","9618","1074"
"7848","9710","371924","3333718","Community Bank","Carmichaels","PA","15320","3/31/2015","5/17/2015","NM","100 Market Street","CB FINANCIAL SERVICES, INC.","18","0","0","4","0","Greene","","","7/1/1901","1/1/1934","10/31/2014","Stock","0","1","FDIC","DIF","New York","NEW YORK","Wexford","Cleveland","Northeastern","Northeast","http://www.communitybank.tv","189","850819","15895","6715","101089","0","685706","5478","0","10537","577","10920","26095","850819","768661","709554","544479","709554","75.9002809107481","24013","0","29080","0","6014","82158","82158","0","980","36778","44400","0","2994","0","2362","793510","421819","848247","848247","598995","840744","17853","12348","0","5505","63301","8715","29080","0","105538","74375","5478","105538","0"
"34139","14700","2413510","1054765","Community Bank","Alma","NE","68920","3/31/2015","5/17/2015","NM","1108 West 7th","NEBRASKA BANKSHARES, INC.","2","0","0","2","1","Harlan","","","2/20/1996","2/20/1996","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","http://www.acommunitybank.com","12","46661","5546","5303","14426","0","24645","469","0","155","202","0","1687","46661","41253","33379","27392","33379","97.8677592033254","0","0","7700","0","174","5408","5408","0","300","3700","1408","0","177","0","299","44374","16692","47910.5","47910.5","34764","46697","801","801","0","0","5700","0","7700","0","6181","5247","435","6181","0"
"24315","0","770367","0","Community Bank","Pasadena","CA","91107","3/31/2015","5/17/2015","NM","460 Sierra Madre Villa Ave.","","18","0","0","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","1/11/1983","1/11/1983","1/5/2015","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","www.cbank.com","408","3577879","62427","27591","1128413","0","2254391","35400","0","11503","5055","3346","112744","3577879","3271317","2629936","1741269","2629936","37.153747118791","25000","0","596000","0","20381","306562","306562","0","3128","33113","270321","0","9922","857","9560","3410395","2025043","3581799","3581799","2793340","3563287","49051","49051","0","0","605897","0","596000","3226","510233","295090","34939","510233","0"
"1687","0","276953","0","Community Bank","Avon","SD","57315","3/31/2015","5/17/2015","NM","118 N Main St","","1","0","0","2","0","Bon Homme","","","1/1/1914","1/1/1934","5/27/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","http://www.communitybankavon.com","9","55166","5488","4443","29620","0","19224","120","0","161","0","0","673","55166","46652","45983","36251","45983","92.1556274846306","0","0","0","0","669","8514","8514","0","75","925","7514","0","45","40","527","53287","17398","53753.5","53753.5","25196","53312","0","0","0","0","1364","0","0","0","374","7939","120","374","0"
"25750","11911","250850","1249570","Community Bank","Alva","OK","73717","3/31/2015","5/17/2015","NM","1729 College Boulevard","COMMUNITY BANCSHARES OF ALVA, INC.","1","0","0","2","1","Woods","","","7/16/1984","7/16/1984","6/14/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","http://www.bankalva.com","15","105312","2933","1449","66137","981","33242","664","0","287","0","0","1732","105312","95545","95084","74095","95084","78.1686590054413","0","0","0","0","461","9767","9767","0","1000","1000","7767","0","0","0","671","101809","61718","105091","105091","70718","104644","660","660","0","0","13314","2292","0","0","3813","8894","664","3813","0"
"25752","0","572655","2475590","Community Bank","Longview","TX","75601","3/31/2015","5/17/2015","NM","101 Community Boulevard","EAST TEXAS BANCORP, INC.","6","0","0","4","1","Harrison","","","10/15/1984","10/15/1984","4/1/2013","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","www.cbanktexas.com","41","219889","41737","39891","10000","0","161664","1648","0","4711","60","0","1717","219889","199895","191747","126819","191747","71.9419283177673","0","0","8064","0","84","19994","19994","0","899","6721","12374","0","0","0","507","211555","78134","217178","217178","143360","217388","0","0","0","0","22883","1350","8064","0","9740","19994","1648","9740","0"
"17445","12176","779360","2247612","Community Bank","Joseph","OR","97846","3/31/2015","5/17/2015","NM","609 North Main Street","COMMUNITY BANCSHARES, INC.","14","0","1","2","1","Wallowa","","","6/1/1955","6/1/1955","1/2/2013","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Portland","San Francisco","Western","West","www.communitybanknet.com","132","361463","29119","22143","106723","0","206947","2596","0","13052","1103","471","4048","361463","326761","326415","275413","326415","90.8638087477561","0","0","61","0","285","34702","34702","0","1662","19191","13849","0","6834","1210","1997","335813","137469","358979.5","358979.5","231964","360969","665","0","665","0","4925","1261","0","0","36382","33576","2687","36382","0"
"14649","16093","675042","1207682","Community Bank","Dunlap","IA","51529","3/31/2015","5/17/2015","NM","601 Iowa Avenue","DUNLAP IOWA HOLDING CO.","7","0","0","2","1","Harrison","36540","Omaha-Council Bluffs, NE-IA","2/23/1926","8/9/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Chicago","Western","Western","www.communitybankiowa.com","30","102589","3302","0","26367","13219","53981","828","0","1790","165","1746","2019","102589","91488","91278","76037","91278","78.1886065277611","0","0","0","0","210","11101","11101","0","400","5096","5605","0","765","0","627","93567","30552","99441","99441","63969","95382","1104","1104","0","0","6557","1577","0","0","11819","9481","799","11819","0"
"10791","13564","430344","1975468","Community Bank","Winslow","IL","61089","3/31/2015","5/17/2015","NM","233 Carver Street","STATELINE COMMUNITY BANCSHARES, INC.","4","0","0","2","1","Stephenson","","","10/15/1915","1/1/1934","5/15/2013","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","www.cbcommunitybank.com","19","181001","3597","969","70569","0","100513","966","0","1530","0","2","4790","181001","155936","130775","124537","130775","87.0137897877731","3024","0","20000","0","2137","25065","25065","0","550","1825","22690","0","1463","0","1026","172051","115283","178932","178932","102244","177274","2731","2731","0","0","11339","2692","20000","0","7787","23442","966","7787","0"
"35258","0","2851185","3213847","Community Bank & Trust","Ashland City","TN","37015","3/31/2015","5/17/2015","NM","575 South Main Street","TENNESSEE COMMUNITY BANK HOLDINGS, INC.","5","0","0","8","0","Cheatham","34980","Nashville-Davidson-Murfreesboro-Franklin, TN","10/4/1999","10/4/1999","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","http://www.communitybankandtrustonline.com","55","199339","3382","774","98325","3294","78717","3067","0","5743","3306","0","6572","199339","178318","169500","128598","169500","90.6852254706024","0","0","7134","0","1684","21021","21021","0","721","11634","8666","0","640","0","813","181110","62559","199275.5","199275.5","97201","199351","4336","4336","0","0","11423","1624","7000","0","15887","20923","1238","15887","0"
"17108","0","549862","1102200","Community Bank & Trust, Waco, Texas","Waco","TX","76701","3/31/2015","5/17/2015","NM","1800 Washington Avenue","COMMUNITY COMPANY, THE","3","0","0","4","0","Mclennan","47380","Waco, TX","5/14/1952","5/14/1952","3/6/2007","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","http://www.cbtwaco.com","100","405522","27088","19183","104923","3731","257632","3534","0","4445","4500","0","3203","405522","352336","351672","265053","351672","89.1500503181128","0","0","0","0","664","53186","53186","0","1000","29000","23186","0","437","0","1663","385469","152267","402983","402983","268207","396662","0","0","0","0","23471","13436","0","0","47599","52935","3354","47599","0"
"13068","9859","957757","2072793","Community Bank and Trust","Neosho","MO","64850","3/31/2015","5/17/2015","SM","100 South Wood Street","COMMUNITY BANCSHARES EMPLOYEE STOCK OWNERSHIP PLAN","14","0","1","8","1","Newton","27900","Joplin, MO","1/1/1884","1/1/1934","3/31/2006","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Springfield Mo","Kansas City","Western","West","www.cbthomebank.com","133","313881","79398","72417","68655","0","153044","1769","0","5122","0","2210","5452","313881","286593","272905","207447","272905","89.442663785051","11587","0","0","0","2101","27288","27288","0","490","11154","15644","0","517","0","660","294116","64893","306373.5","306373.5","184798","308126","3000","3000","0","0","14461","5635","0","227","12665","24494","1769","12665","0"
"32968","0","1474309","1081873","Community Bank and Trust - Alabama","Union Springs","AL","36089","3/31/2015","5/17/2015","NM","202 North Powell Street","COMMUNITY BANKSHARES, INC.","2","0","0","7","0","Bullock","","","5/18/1990","5/18/1990","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","WWW.REDAPPLEBANK.COM","21","55716","9514","8613","19765","0","20546","999","0","2251","2413","0","1227","55716","52373","52199","44469","52199","91.9416231518142","0","0","0","0","174","3343","3343","0","100","8900","-5657","0","2114","0","1004","48924","21876","57624.5","57624.5","27212","57657","172","172","0","0","3541","175","0","0","800","3343","348","800","0"
"25796","0","761833","1081873","Community Bank and Trust - West Georgia","Lagrange","GA","30240","3/31/2015","5/17/2015","NM","201 Broad Street","COMMUNITY BANKSHARES, INC.","4","0","0","4","0","Troup","","","12/15/1984","12/15/1984","4/1/2007","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","Redapplebank.com","34","91258","13489","12137","11021","0","53630","520","0","4924","7533","0","661","91258","87045","86684","66962","86684","92.1985733875707","0","0","0","0","361","4213","4213","0","1672","9828","-7287","0","720","0","307","76788","18862","91037.5","91037.5","60902","90653","87","87","0","0","2887","459","0","0","2809","4137","520","2809","0"
"23189","10076","1015841","1201448","Community Bank and Trust Company","Muscatine","IA","52761","3/31/2015","5/17/2015","NM","615 Cedar Street","C-B-G, INC.","5","0","0","2","1","Muscatine","","","8/11/1980","8/11/1980","9/1/2012","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","www.commbk.net","60","261434","23002","14636","61561","0","155005","1795","0","8634","525","5083","7624","261434","233758","221763","187716","221763","85.0327197995349","0","0","11597","0","398","27676","27676","0","1775","13954","11947","0","1269","54","1461","231202","37898","257871.5","257871.5","173266","253159","4702","4702","0","0","32014","3488","11597","0","17493","22703","0","17493","0"
"34683","0","2655495","2902005","Community Bank and Trust of Florida","Ocala","FL","34471","3/31/2015","5/17/2015","NM","1603 Southwest 19th Avenue","FLORIDA COMMUNITY BANKSHARES, INC.","11","0","0","8","0","Marion","36100","Ocala, FL","4/2/1998","4/2/1998","3/31/2006","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Gainesville","Atlanta","Southern","Southeast","cbtfl.com","123","612463","38325","21940","265517","0","267953","5499","0","19927","900","0","19841","612463","549690","547404","422079","547404","70.2515402754869","0","0","0","0","2286","62773","62773","0","5604","17843","39326","0","2130","0","2758","555410","251436","610145","610145","344664","589570","14959","4306","0","10653","22140","11905","0","0","81509","59831","4323","81509","0"
"35370","0","2855156","3485989","Community Bank Corporation","Chaska","MN","55318","3/31/2015","5/17/2015","SM","706 Walnut Street","CHARTER BANKSHARES, INC.","3","0","0","4","1","Carver","33460","Minneapolis-St. Paul-Bloomington, MN-WI","2/16/2000","2/16/2000","3/31/2006","Stock","0","0","FED","DIF","Kansas City","CHICAGO","Minneapolis","Minneapolis","Central","West","http://WWW.CBCHASKA.COM","26","197176","21768","18409","49498","0","118424","2151","0","2334","400","0","4752","197176","175902","158153","127350","158153","57.008548089325","14580","0","2500","0","669","21274","21274","0","1000","18640","1634","0","1070","0","741","186331","56601","193230.5","193230.5","143003","193760","2128","2128","0","0","46209","5012","2500","0","31408","20439","1787","31408","0"
"58311","0","3446784","0","Community Bank Delaware","Lewes","DE","19958","3/31/2015","5/17/2015","NM","1450 Kings Highway","","2","0","0","4","0","Sussex","41540","Salisbury, MD-DE","5/30/2006","5/30/2006","11/14/2006","Stock","0","0","FDIC","DIF","New York","NEW YORK","Claymont","Philadelphia","Northeastern","Northeast","http://www.communitybankdelaware.com","27","159413","4275","1608","13706","1478","132329","1755","0","4718","257","0","2650","159413","137597","116509","102160","116509","92.2051976781075","0","0","20612","0","476","21816","21816","4500","1718","15076","522","0","641","0","447","149121","81841","159834.5","159834.5","126085","159495","0","0","0","0","16529","16151","20612","140","23212","21875","1578","23212","0"
"9760","12359","835257","1127847","Community Bank Mankato","Vernon Center","MN","56090","3/31/2015","5/17/2015","NM","201 East Main Street","VERNON CENTER BANCSHARES, INC.","4","0","0","4","1","Blue Earth","31860","Mankato-North Mankato, MN","12/1/1929","1/1/1934","8/19/2008","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","http://www.cbfg.net","44","224739","9571","2998","5846","2287","198026","1877","0","5317","990","0","2702","224739","206617","196871","168495","196871","89.5671188951689","0","0","8500","0","1246","18122","18122","0","50","11200","6872","0","4445","751","942","209157","17743","225345","225345","178093","227454","353","353","0","0","7228","3592","8500","347","27862","18084","1877","27862","0"
"571","0","275509","0","Community Bank of Bergen County, N. J.","Maywood","NJ","7607","3/31/2015","5/17/2015","SM","125 West Pleasant Avenue","","3","0","0","4","0","Bergen","35620","New York-Newark-Jersey City, NY-NJ-PA","12/8/1928","1/1/1934","3/31/2006","Stock","0","1","FED","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","http://www.cbbcnj.com","72","301481","6986","2258","51118","0","223801","3402","0","6091","545","0","12940","301481","274710","268062","215491","268062","92.8894789048574","0","0","5000","0","1648","26771","26771","0","8718","4170","13883","0","7954","0","1079","277177","150280","299756.5","299756.5","194133","298538","7424","7424","0","0","10697","2318","5000","0","37175","23995","2455","37175","0"
"12349","0","385350","1516405","Community Bank of Cameron","Cameron","WI","54822","3/31/2015","5/17/2015","NM","101 West Main Street","CAMERON BANCORP, INC.","3","0","0","4","1","Barron","","","1/1/1903","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Minneapolis","Central","Central","http://www.communitybankwi.com","28","103860","12400","9532","6565","997","78639","917","0","1869","490","0","2900","103860","94633","88840","79200","88840","93.9106855541929","0","0","5100","0","693","9227","9227","0","300","3480","5447","0","414","0","305","95733","6192","104097","104097","67083","105334","1882","1882","0","0","3478","1715","5100","0","0","9227","0","0","0"
"18568","0","958231","1417436","Community Bank of Easton","Easton","IL","62633","3/31/2015","5/17/2015","NM","Second And Main Streets","EASTON BANCSHARES, INC.","1","0","0","2","0","Mason","","","8/1/1962","8/1/1962","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","","4","30721","13082","12462","500","0","16880","54","0","18","0","0","241","30721","25805","25791","22129","25791","84.402247626429","0","0","0","0","14","4916","4916","0","120","880","3916","0","0","0","241","29842","47","30311","30311","16241","31871","0","0","0","0","251","547","0","0","0","4916","54","0","0"
"23551","0","766052","0","Community Bank of El Dorado Springs","El Dorado Spring","MO","64744","3/31/2015","5/17/2015","NM","Highway 54 And Main Street","","1","0","0","2","1","Cedar","","","10/1/1981","10/1/1981","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","Kansas City","Western","West","","16","106952","6642","5397","56193","1884","40897","1089","0","107","503","0","726","106952","90963","90579","80492","90579","87.3883116023562","0","0","0","0","384","15989","15989","0","300","400","15289","0","611","0","599","104371","43285","104449.5","104449.5","53370","104208","0","0","0","0","2169","339","0","0","2497","15141","672","2497","0"
"33805","0","2044820","2066390","Community Bank of Elmhurst","Elmhurst","IL","60126","3/31/2015","5/17/2015","SM","330 West Butterfield Road","COMMUNITY BANCSHARES OF ELMHURST, INC.","3","0","0","5","1","Du Page","16980","Chicago-Naperville-Elgin, IL-IN-WI","5/24/1993","5/24/1993","3/31/2006","Stock","0","0","FED","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","http://www.communityelmhurst.com","28","161127","18150","2000","70295","0","67729","841","0","2301","1910","0","742","161127","148939","148399","117514","148399","90.18945978359","0","0","0","0","540","12188","12188","0","2000","7380","2808","0","266","0","425","140024","57649","158012","158012","79270","157478","0","0","0","0","4390","1161","0","0","31049","11314","841","31049","0"
"21258","13520","999430","1084511","Community Bank of Florida, Inc.","Homestead","FL","33033","3/31/2015","5/17/2015","NM","28801 S.W. 157th Avenue","COMMUNITY BANK OF SOUTH FLORIDA, INC.","11","0","0","4","0","Miami-Dade","33100","Miami-Fort Lauderdale-West Palm Beach, FL","10/9/1973","10/9/1973","11/14/2013","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","www.communitybankfl.com","146","479205","46590","40025","66082","0","339611","5519","0","7788","8993","0","10141","479205","433297","431702","298641","431702","79.436035173194","0","0","0","0","1595","45908","45908","0","4977","2980","37951","0","10576","0","1019","445718","172787","470553","470553","367137","468142","49","49","0","0","37942","12722","0","834","57827","41666","4601","57827","0"
"57579","0","3213333","3213324","Community Bank of Georgia","Baxley","GA","31513","3/31/2015","5/17/2015","NM","700 West Parker Street","COMMUNITY BANK OF GEORGIA, INC.","1","0","0","4","0","Appling","","","5/11/2004","5/11/2004","3/31/2007","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","http://www.communitybankga.com","16","72306","6311","3213","8702","15490","39405","844","0","1481","96","0","821","72306","63492","63215","57222","63215","87.087604036703","0","0","0","0","277","8814","8814","0","2822","2822","3170","0","3236","0","360","66810","10924","72255.5","72255.5","48078","72865","0","0","0","0","4482","2481","0","0","5113","8840","603","5113","0"
"13951","13021","974754","1106365","Community Bank of Louisiana","Mansfield","LA","71052","3/31/2015","5/17/2015","NM","118 Jefferson","MANSFIELD BANCSHARES, INC.","10","0","0","5","1","De Soto","43340","Shreveport-Bossier City, LA","10/1/1901","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","www.communitybankofla.com","95","422145","15082","9628","237944","0","155458","673","0","4558","890","0","8213","422145","385961","384189","286100","384189","52.1706997816679","0","0","0","0","1772","36184","36184","0","363","15337","20484","0","1367","0","1528","403030","234966","415305","415305","193244","422071","2000","1430","0","570","37229","4002","0","0","16638","34428","673","16638","0"
"22636","0","706656","2647360","Community Bank of Marshall","Marshall","MO","65340","3/31/2015","5/17/2015","NM","811 W. College St.","MARSHALL COMMUNITY BANCSHARES, INC.","7","0","0","2","0","Saline","","","5/1/1978","5/1/1978","1/10/2014","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Columbia Mo","Kansas City","Western","West","www.communitybankmarshall.com","33","142880","21290","18290","57047","0","60109","626","0","1681","0","0","2753","142880","128117","127359","108812","127359","90.8296977495998","0","0","0","0","758","14763","14763","0","332","511","13920","0","423","0","595","135446","28582","145777.5","145777.5","71836","144974","1631","671","262","698","1044","276","0","0","13706","14378","626","13706","1002"
"35094","0","2724766","1097995","Community Bank of Memphis","Memphis","MO","63555","3/31/2015","5/17/2015","NM","112 East Madison","CLARK COUNTY BANCSHARES, INC.","1","0","0","2","0","Scotland","","","3/20/1999","3/20/1999","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","http://www.communitybankofmemphis.com","11","44481","8342","5122","11588","163","22640","409","0","360","22","913","453","44481","39486","39146","32790","39146","92.2305316623702","0","0","0","0","340","4995","4995","0","1125","1931","1939","0","25","0","336","39513","0","43818.5","43818.5","21838","42812","0","0","0","0","1000","1524","0","0","2086","4045","274","2086","0"
"8879","10896","460033","2313544","Community Bank of Mississippi","Forest","MS","39074","3/31/2015","5/17/2015","NM","323 East Third Street","COMMUNITY BANCSHARES OF MISSISSIPPI, INC. EMPLOYEE STOCK OWNERSHIP PLAN","12","0","1","4","0","Scott","","","8/14/1905","1/1/1934","4/6/2010","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Jackson Ms","Atlanta","Southern","West","www.communitybank.net","191","703801","49237","38850","122141","0","485465","4694","0","20880","4379","0","21699","703801","643468","631732","592658","631732","75.7439091547825","2834","0","1840","0","7062","60333","60329","0","375","10572","49382","4","6474","2465","2559","646456","71123","684536","684536","475708","679365","9916","9916","0","0","33203","18743","0","0","54077","60658","4694","54077","0"
